x	AcX	AcY	AcZ
477.00	-25916	8800	15264
478.00	12216	17856	5220
479.00	-32768	-27664	-6008
480.00	2172	19512	17660
481.00	-21184	-14052	-9904
482.00	-32768	936	11972
483.00	15732	18624	11976
484.00	-32768	-22404	-7964
485.00	-12224	20476	18732
486.00	-2584	-5952	-2908
487.00	-32768	-21904	2364
488.00	8860	21048	16560
489.00	-19148	-21176	-8888
490.00	-32768	2368	10808
491.00	10260	21664	9680
492.00	-31844	-22504	-7548
493.00	-7036	19160	17340
494.00	-6220	-8648	-1912
495.00	-32768	-21676	1128
496.00	-1392	11404	4752
497.00	-32768	-28356	-1236
498.00	11896	22168	19048
499.00	-10004	-21140	-8364
500.00	-32768	-4484	10668
501.00	6320	23552	9904
502.00	-32768	-17380	-7988
503.00	6664	22116	18428
504.00	-1228	-17212	-4660
505.00	-32768	-14624	6128
506.00	5168	27204	14420
507.00	-30460	-23232	-8708
508.00	-15304	15168	18520
509.00	8008	19248	12792
510.00	-32768	-19056	-7392
511.00	-12652	18020	20704
512.00	-5148	-15560	-4740
513.00	-32768	-11952	7080
514.00	7168	23152	13560
515.00	-32768	-25912	564
516.00	4784	23004	17276
517.00	-26184	-24280	-7884
518.00	-32768	5380	16572
519.00	15760	17000	9088
520.00	-32768	-23292	-7156
521.00	-4616	17588	17840
522.00	-9332	-9460	-6316
523.00	-32768	-16356	5152
524.00	14468	21464	15940
525.00	-29236	-23816	-10064
526.00	-28952	12200	17352
527.00	-5560	-3720	-1352
528.00	-32768	-24092	2888
529.00	2388	20200	17164
530.00	-7988	-15400	-4656
531.00	-32768	-15144	3672
532.00	10836	25864	15572
533.00	-21892	-24360	-8404
534.00	13252	24244	17740
535.00	-12512	-24948	-6856
536.00	-24504	11904	15032
537.00	3084	15644	2916
538.00	-32768	-24612	-5360
539.00	6648	19520	18756
540.00	-6436	-14796	-6600
541.00	-32768	-6748	7864
542.00	5860	21920	13148
543.00	-32768	-26516	-5692
544.00	-1764	20276	21984
545.00	660	-13380	-3696
546.00	-32768	-13680	3740
547.00	4832	23940	13616
548.00	-32768	-16036	-12208
549.00	-11500	18660	20116
550.00	13788	20516	5904
551.00	-32768	-27032	-6688
552.00	2040	22156	17576
553.00	-19080	-17284	-10172
554.00	-6328	18452	18908
555.00	-8068	-8732	-5692
556.00	-32768	-15260	4880
557.00	13224	20416	15048
558.00	-32768	-24236	-9920
559.00	-14488	18116	18452
560.00	-3740	-1500	-3968
561.00	-32768	-23408	1360
562.00	12116	23036	16508
563.00	-29108	-19100	-10484
564.00	-23688	14756	17876
565.00	-1036	7796	-20
566.00	-32768	-27820	-608
567.00	13048	23280	19232
568.00	-14540	-26552	-9060
569.00	-31004	9904	16500
570.00	8496	22224	14888
571.00	-26156	-20548	-8464
572.00	-15480	14984	17432
573.00	-14568	-23804	-8376
574.00	-31644	6796	13128
575.00	2772	19536	6572
576.00	-32768	-24700	-6968
577.00	3908	16192	19992
578.00	-10860	-16224	-8124
579.00	-32768	-1020	9876
580.00	7508	19172	10836
581.00	-32768	-20016	-7500
582.00	-8708	18432	20664
583.00	-5536	-18008	-5300
584.00	-32768	-11536	8196
585.00	6916	21652	13524
586.00	-32768	-19188	-9656
587.00	-19892	13712	19856
588.00	8944	7444	-48
589.00	-32768	-24988	-2584
590.00	9596	22212	15568
591.00	-14100	-15744	-8068
592.00	-14020	20188	19096
593.00	-1944	-2972	-2636
594.00	-32768	-9916	8532
595.00	15724	21772	14820
596.00	-32540	-20044	-10808
597.00	-23812	15872	17032
598.00	872	7508	-1028
599.00	-32768	-26928	-1500
600.00	12964	26088	14784
601.00	-24428	-20016	-11948
602.00	-32320	10276	15452
603.00	2768	17164	2672
604.00	-32768	-25268	-4352
605.00	14372	25048	17896
606.00	-14376	-25880	-7960
607.00	-32768	2784	13972
608.00	3888	23848	8604
609.00	-32768	-23992	-5916
610.00	3128	20588	19620
611.00	-9884	-17788	-7356
612.00	-32768	-2172	9172
613.00	2792	15468	5064
614.00	-32768	-27764	-4032
615.00	-40	20072	22252
616.00	-3204	-17996	-4848
617.00	-32768	-12712	6632
618.00	5428	23484	12496
619.00	-32768	-17636	-11176
620.00	-7532	19700	18800
621.00	1304	-7116	-3236
622.00	-32768	-18216	2736
623.00	7612	23784	16992
624.00	-31028	-27312	-7036
625.00	-27976	10908	19420
626.00	6040	3688	-872
627.00	-32768	-27296	-5908
628.00	5472	19336	17808
629.00	-25236	-17476	-8616
630.00	-32768	4528	13556
631.00	-13752	-12404	-5728
632.00	-32768	-20916	3080
633.00	12060	24440	14992
634.00	-27424	-22712	-10872
635.00	-32768	11196	15772
636.00	-3820	2268	180
637.00	-32768	-26088	480
638.00	14244	24192	18328
639.00	-17428	-26764	-8920
640.00	-32768	2196	12808
641.00	6848	22912	6264
642.00	-32768	-23356	-6884
643.00	10672	19792	18760
644.00	-8584	-17196	-9220
645.00	-32768	-7228	8288
646.00	7540	22292	10556
647.00	-32768	-21080	-8344
648.00	-8500	18680	18360
649.00	592	-1548	-1032
650.00	-23916	9656	15600
651.00	3028	15772	4984
652.00	-32768	-27664	-3948
653.00	-15952	13996	17720
654.00	2976	-5364	-2692
655.00	-32768	-19116	848
656.00	5912	25456	16380
657.00	-28032	-25216	-9544
658.00	-25612	10720	16924
659.00	12408	15016	6100
660.00	-32768	-27728	-5900
661.00	4156	19516	17968
662.00	-23244	-15340	-9072
663.00	-32768	2980	14348
664.00	16320	18320	11120
665.00	-32768	-23024	-8264
666.00	2376	20736	20028
667.00	-16808	-19716	-5280
668.00	-32768	-6372	11828
669.00	15448	24324	12312
670.00	-32768	-22028	3460
671.00	12620	24324	15256
672.00	-30768	-15876	-9884
673.00	-19520	12640	18480
674.00	3792	16124	3448
675.00	-32768	-26668	-3904
676.00	10156	20300	18836
677.00	-10876	-18304	-7892
678.00	-32768	-6944	7940
679.00	9448	20184	11396
680.00	-29880	-18892	-9216
681.00	3576	21668	20296
682.00	-2676	-15628	-5780
683.00	-32768	-17104	4148
684.00	5544	23892	11680
685.00	-27800	-17524	-9596
686.00	-20560	11952	17156
687.00	2808	-4128	-2496
688.00	-32768	-25400	640
689.00	4508	11964	1276
690.00	-32768	-27712	-5248
691.00	2048	21996	16964
692.00	-7200	-20020	-5540
693.00	-32768	-7404	9276
694.00	2264	20188	17344
695.00	-21724	-14548	-10612
696.00	-31192	2608	12104
697.00	14540	19252	9288
698.00	-32768	-23448	-7392
699.00	1028	21936	19288
700.00	-16012	-18460	-7096
701.00	-32768	-7508	10816
702.00	15776	23192	12696
703.00	-32768	-18308	-11032
704.00	-3644	19620	19564
705.00	-8840	-13252	-3036
706.00	-32768	-16012	6656
707.00	15368	27320	14936
708.00	-32768	-25616	-1168
709.00	13808	23820	18368
710.00	-18256	-27276	-7884
711.00	-29176	11512	17204
712.00	3076	16608	3984
713.00	-32768	-25448	-2940
714.00	10160	20936	19236
715.00	-5444	-14532	-3948
716.00	-32768	-16668	4812
717.00	6024	22444	14864
718.00	-25736	-17132	-9660
719.00	-6112	19664	18332
720.00	928	-3952	-3052
721.00	-32768	-24136	-24
722.00	6376	24572	15308
723.00	-18724	-23600	-7456
724.00	-26144	7016	14652
725.00	7324	18960	7944
726.00	-32768	-25108	-6408
727.00	2368	21740	17332
728.00	-32768	-22308	-9352
729.00	-4660	18160	16892
730.00	-1456	-8216	-4468
731.00	-32768	-15884	4580
732.00	8060	19328	16552
733.00	-32768	-23568	-8200
734.00	-26524	10676	18076
735.00	1236	-1676	40
736.00	14632	16696	6332
737.00	-32768	-23200	-5240
738.00	-1700	17796	19364
739.00	-12296	-14464	-4604
740.00	-32768	-13664	8268
741.00	15232	23016	14844
742.00	-32088	-23288	-8060
743.00	-7384	17064	19028
744.00	-6824	-6156	-2676
745.00	-32768	-20252	3444
746.00	12420	23004	16548
747.00	-32768	-26860	-2076
748.00	11020	19344	19080
749.00	-13716	-18496	-9660
750.00	-32212	5928	15488
751.00	672	17856	6672
752.00	-32768	-26208	-3544
753.00	7776	22036	20220
754.00	-3232	-18116	-6840
755.00	-32768	-14080	6440
756.00	5028	25808	11524
757.00	-20252	-24712	-7840
758.00	-24232	10632	16308
759.00	4180	15932	6444
760.00	-32768	-26972	-4760
761.00	-552	18872	19736
762.00	-3884	-13980	-5776
763.00	-29648	2932	12652
764.00	10184	16896	8196
765.00	-32768	-23184	-6704
766.00	-8756	21324	17320
767.00	-32768	-18748	-8696
768.00	-23720	14208	18468
769.00	9500	9512	924
770.00	-32768	-26728	-2968
771.00	3680	21480	19988
772.00	-18060	-24732	-7072
773.00	-32188	10244	14220
774.00	12840	16504	5652
775.00	-32768	-23204	-5240
776.00	-172	17452	19284
777.00	1532	8192	1436
778.00	-32768	-27876	-2016
779.00	11224	21312	18072
780.00	-16868	-24192	-7048
781.00	-32768	-660	12440
782.00	9460	19808	12704
783.00	-32768	-25344	-5420
784.00	8060	22228	19588
785.00	-8892	-21896	-5544
786.00	-7524	17068	17260
787.00	-3712	-4124	-1080
788.00	-32768	-24012	596
789.00	7632	24356	19388
790.00	-14888	-24728	-7604
791.00	-30588	6504	13216
792.00	4156	20900	6544
793.00	-32768	-24644	-8004
794.00	3348	19240	19592
795.00	-9804	-17048	-8552
796.00	-32768	-1072	10252
797.00	7100	20592	9904
798.00	-24244	-22008	-8336
799.00	-18084	12452	18164
800.00	7732	7856	680
801.00	-32768	-25336	-3180
802.00	2336	23852	18300
803.00	-18696	-21336	-8792
804.00	-31788	312	11708
805.00	14348	22732	7996
806.00	-32768	-13912	5432
807.00	12416	23684	12580
808.00	-32240	-27140	-8056
809.00	-13764	17400	18452
810.00	-2852	176	-4060
811.00	-32768	-21244	2100
812.00	11864	21372	16468
813.00	-26056	-19308	-10376
814.00	-32768	7928	15204
815.00	480	7296	-116
816.00	-32768	-25432	-4996
817.00	12004	22384	17908
818.00	-17624	-23812	-8276
819.00	-32768	-21752	288
820.00	13156	23108	17412
821.00	-16416	-25156	-8612
822.00	-32240	6428	15716
823.00	1444	17656	8184
824.00	-32768	-26244	-3820
825.00	6876	24736	9684
826.00	-32636	-22652	-7560
827.00	6148	19764	18924
828.00	-2200	-11632	-5644
829.00	-32768	-14768	5368
830.00	4652	22280	16296
831.00	-30216	-16868	-8984
832.00	-17380	13684	17416
833.00	4272	-6108	-516
834.00	-32768	-27984	-3632
835.00	2392	24684	16876
836.00	-26412	-21808	-9268
837.00	-26044	9208	15396
838.00	12868	15952	5216
839.00	-32768	-25188	-5676
840.00	-23660	13216	18184
841.00	-212	-3992	-1808
842.00	-32768	-20692	2180
843.00	7060	22096	14908
844.00	-29780	-19940	-10172
845.00	2396	17088	20172
846.00	-18568	-19604	-5504
847.00	-32768	-3972	12040
848.00	16644	20484	13396
849.00	-32768	-17572	-9940
850.00	-812	20504	18992
851.00	-11296	-15568	-4248
852.00	-32768	-16288	5540
853.00	12648	26872	14064
854.00	-25188	-21100	-10844
855.00	-26360	11688	18416
856.00	-6136	-2540	-3332
857.00	-32768	-21436	-52
858.00	12476	23732	17648
859.00	-15840	-24716	-8476
860.00	-32768	-14532	5632
861.00	7332	21964	12864
862.00	-27280	-16712	-9928
863.00	-3324	19340	18656
864.00	-26588	-16884	-9520
865.00	-20568	12724	16820
866.00	1952	11300	2356
867.00	-32768	-27464	-3740
868.00	2904	21756	19496
869.00	-21768	-23324	-7720
870.00	-27220	7784	15280
871.00	9112	15640	6516
872.00	-32768	-23088	-6440
873.00	-2928	17932	16492
874.00	-3872	-8312	-4888
875.00	-32768	-13964	4976
876.00	8240	20412	15936
877.00	-32768	-26364	-8672
878.00	-13532	19116	18268
879.00	-136	-3628	-68
880.00	-32768	-21852	1984
881.00	-4052	21060	18480
882.00	-9204	-12172	-5432
883.00	-21364	14588	17988
884.00	-9676	-11884	-3756
885.00	-32768	-18836	6512
886.00	13580	27944	14888
887.00	-26220	-23304	-12052
888.00	-30068	13196	16616
889.00	4036	13852	2256
890.00	-32768	-26372	-3640
891.00	13996	24296	17804
892.00	-16588	-23316	-10788
893.00	-32768	6676	14784
894.00	2848	20156	5940
895.00	-32768	-25356	-4428
896.00	4768	21416	20220
897.00	-5180	-17176	-5512
898.00	-32768	-14920	5072
899.00	4764	21944	12728
900.00	-32768	-17836	-7064
901.00	-4012	19692	18692
902.00	4968	19672	7656
903.00	-32768	-8316	7332
904.00	5248	25208	11284
905.00	-32768	-20564	-11392
906.00	-12848	15852	18788
907.00	8984	3836	572
908.00	-32768	-25060	-1524
909.00	2824	21456	17820
910.00	-21140	-14356	-9848
911.00	-29704	4120	12548
912.00	10736	13040	3776
913.00	-32768	-28532	-5272
914.00	276	23456	18544
915.00	-14980	-18704	-8240
916.00	-32768	-6040	10036
917.00	14356	23304	12044
918.00	-32768	-19284	-10440
919.00	-4540	20020	18568
920.00	-8560	-10808	-4704
921.00	-32768	-15388	5816
922.00	12064	22928	9444
923.00	-30408	-24316	-8092
924.00	-8108	16800	18236
925.00	-12996	-15592	-6308
926.00	-32768	-7796	6572
927.00	10996	20188	15308
928.00	-26748	-17408	-9204
929.00	-19272	13296	16364
930.00	-2616	5092	704
931.00	-32768	-28252	-2620
932.00	11644	21904	18600
933.00	-21224	-18888	-9636
934.00	-27460	10164	14724
935.00	2576	15084	4216
936.00	-32768	-24188	-6116
937.00	4892	18320	19068
938.00	-2868	-16636	-5968
939.00	-32768	-11728	6000
940.00	5448	22092	14344
941.00	-32768	-23352	324
942.00	4324	23920	17684
943.00	1044	-11736	-3636
944.00	-32648	-516	10736
945.00	10016	17992	12460
946.00	-32768	-18528	-8308
947.00	-14456	18116	17044
948.00	4324	-828	-1228
949.00	-32768	-22764	920
950.00	6676	23520	18524
951.00	-24828	-25584	-6640
952.00	-32768	5616	16368
953.00	14988	21968	7320
954.00	-32768	-24952	-2556
955.00	4372	19732	17956
956.00	-18200	-16820	-7660
957.00	-32768	-2060	10224
958.00	15916	22492	10604
959.00	-31228	-20176	-9088
960.00	-14996	17484	18812
961.00	-24504	-20508	-11676
962.00	-16408	14720	18832
963.00	-3828	-96	2404
964.00	-32768	-19992	-6528
965.00	11172	22540	19560
966.00	-8664	-24528	-8056
967.00	-32768	-8480	8644
968.00	7652	24088	9996
969.00	-30056	-20772	-9564
970.00	-10716	16192	18656
971.00	620	1956	412
972.00	-32768	-25620	-452
973.00	4948	17736	19176
974.00	-13320	-16236	-8900
975.00	-32284	2440	11244
976.00	3272	11028	3064
977.00	-32768	-20872	-7012
978.00	2452	21048	18132
979.00	-6832	-18620	-5616
980.00	-10264	20508	20792
981.00	4992	-5944	-748
982.00	-32768	-22220	816
983.00	4388	24900	15052
984.00	-6832	-10520	-4164
985.00	-32768	-13504	5772
986.00	10336	20200	13676
987.00	-32768	-22636	-9712
988.00	-26328	12652	15564
989.00	6684	11384	2568
990.00	-32768	-28028	-2940
991.00	4124	20304	18924
992.00	-26500	-21404	-10028
993.00	-32768	9116	13592
994.00	8232	17252	8272
995.00	-32768	-24204	-6300
996.00	-80	19884	16932
997.00	-9256	-15840	-4564
998.00	-32768	-14060	3892
999.00	14496	25496	14412
1000.00	-32768	-25856	968
0.00	-13516	18612	19536
1.00	-32768	-7360	9868
2.00	9992	22104	10392
3.00	-21808	-19796	-9364
4.00	-28024	12272	16636
5.00	12356	13912	5392
6.00	-32768	-26352	-4528
7.00	744	17604	20636
8.00	-15384	-18892	-4948
9.00	-32768	-8480	10712
10.00	15448	22252	13232
11.00	-32768	-22512	-6576
12.00	-4840	19032	19024
13.00	-7720	-10988	-2632
14.00	-32768	-20832	4992
15.00	10596	23184	12936
16.00	-30820	-16944	-9400
17.00	-14828	15328	17276
18.00	-3308	3424	-792
19.00	-32768	-24268	-832
20.00	11980	22208	18240
21.00	-32768	-23668	-3808
22.00	11036	23000	17548
23.00	-10364	-24648	-7088
24.00	-32768	-10492	7680
25.00	6876	21088	14040
26.00	-32768	-19184	-8408
27.00	-12836	15676	18240
28.00	3016	-12180	-2388
29.00	-32768	-20948	3104
30.00	2112	23880	16008
31.00	-28556	-20260	-9172
32.00	-23236	10160	16412
33.00	6344	1448	40
34.00	-32768	-26472	-5196
35.00	3880	24268	18220
36.00	-20636	-24452	-8784
37.00	-29888	2036	13088
38.00	14028	21540	6760
39.00	-32768	-27536	-7824
40.00	-8836	19560	19892
41.00	-32768	-25236	-9396
42.00	-10764	17496	19000
43.00	-3800	-2144	-4692
44.00	-32768	-26452	-5720
45.00	-292	21256	19856
46.00	-12464	-16076	-4496
47.00	-32768	4224	11068
48.00	11972	20428	11316
49.00	-32768	-19756	-7328
50.00	-6572	18312	16920
51.00	-6544	-4912	-3180
52.00	-32768	-18524	1576
53.00	9120	24680	13828
54.00	-27084	-20120	-9704
55.00	-15572	15672	16688
56.00	-264	4656	-204
57.00	-32768	-24176	-3052
58.00	9756	20916	17764
59.00	-21276	-16860	-10036
60.00	-22688	10972	15240
61.00	-10352	-17928	-8660
62.00	-32768	620	10232
63.00	5076	20440	9712
64.00	-32768	-21452	-9004
65.00	-14024	14252	17820
66.00	5336	5632	-1524
67.00	-32768	-27220	-1940
68.00	4444	26980	15976
69.00	-29256	-23636	-10584
70.00	-23196	11456	16464
71.00	13028	15336	5292
72.00	-32768	-27912	-4772
73.00	3816	22048	17468
74.00	-23772	-19956	-10452
75.00	-31928	5264	14320
76.00	14140	19832	7168
77.00	-32768	-25688	-8092
78.00	2664	18532	19988
79.00	-18848	-18000	-5980
80.00	-32768	-2840	12388
81.00	-6732	-9120	-6020
82.00	-32768	-19416	3440
83.00	12496	22588	15896
84.00	-31468	-19104	-9816
85.00	-17768	14656	18480
86.00	8160	19520	10932
87.00	-32768	-20580	-7128
88.00	10632	19892	18764
89.00	-12520	-20396	-8052
90.00	-32768	-6636	8976
91.00	8968	21164	12872
92.00	-28832	-22044	-8476
93.00	5436	20856	19544
94.00	-4532	-14136	-6548
95.00	-32768	-15148	4288
96.00	6704	21580	13776
97.00	-25832	-16752	-9652
98.00	-4496	20372	18268
99.00	1820	-5440	-3096
100.00	-32768	-25364	692
101.00	3440	12228	3020
102.00	-32768	-28888	-4248
103.00	2008	22504	18696
104.00	-6240	-17764	-5896
105.00	-32768	-8888	8840
106.00	10500	15788	6948
107.00	-30644	-25180	-8220
108.00	-15360	16140	18016
109.00	6868	2272	-988
110.00	-32768	-23112	268
111.00	5116	19480	18056
112.00	-25316	-17308	-8500
113.00	-32768	4788	15360
114.00	6740	10820	2220
115.00	-32768	-28264	-2852
116.00	4612	20956	18844
117.00	-17376	-22160	-6252
118.00	-32768	-4304	11384
119.00	9076	16184	8060
120.00	-32768	-24300	-5780
121.00	13928	22884	12544
122.00	-30516	-15464	-9804
123.00	-17452	13660	18576
124.00	-8940	-14128	-5212
125.00	-32768	-16360	2956
126.00	10160	27360	15380
127.00	-10592	-17000	-8964
128.00	-32768	5940	14552
129.00	1792	19868	8300
130.00	-32768	-24596	-4576
131.00	4892	22112	19952
132.00	-1632	-15256	-5856
133.00	-32768	-2948	10060
134.00	5500	20672	14240
135.00	-32768	-16252	-8836
136.00	-5740	17508	17964
137.00	-952	-16660	-4636
138.00	-32768	-14552	4960
139.00	4264	26312	13112
140.00	-32768	-25872	-120
141.00	3132	23440	18824
142.00	-21220	-24080	-8268
143.00	-22292	10936	18264
144.00	10564	11144	2060
145.00	-32768	-25792	-4980
146.00	988	21904	17960
147.00	-15756	-16716	-9336
148.00	-32768	-12040	5688
149.00	12672	21312	13552
150.00	-32768	-22164	-9120
151.00	-12856	20660	17748
0.00	5500	24492	16268
1.00	-8496	-11780	-5044
2.00	-32768	-10480	7004
3.00	11148	20652	12768
4.00	-32768	-23156	-9364
5.00	-22364	15004	15896
6.00	6388	9324	1936
7.00	-32768	-26912	-1188
8.00	13716	19152	6536
9.00	-32768	-24980	-6596
10.00	5924	18400	17544
11.00	-19104	-19824	-7288
12.00	-32768	-744	9212
13.00	13692	20568	12676
14.00	-32736	-16660	-8384
15.00	-12524	14948	18260
16.00	-11020	-17148	-5628
17.00	-32768	-26868	-1548
18.00	11152	20996	18948
19.00	-12668	-19184	-9952
20.00	-32768	-2908	9240
21.00	2288	18096	7892
22.00	-32768	-26516	-3744
23.00	6536	20972	20408
24.00	-3648	-17348	-6848
25.00	-32768	-13556	6440
26.00	5584	23784	12076
27.00	-32768	-16984	-9144
28.00	4576	22376	15292
29.00	-17684	-19744	-8656
30.00	-17352	12904	17564
31.00	5720	9316	-788
32.00	-32768	-28076	-4312
33.00	2772	22336	17184
34.00	-10924	-21776	-6284
35.00	-32360	-4312	10412
36.00	8384	21824	10392
37.00	-32768	-25396	-5504
38.00	-24084	11876	18544
39.00	1980	-3388	-1120
40.00	-32768	-21584	1536
41.00	6396	21140	15444
42.00	-29696	-20988	-9584
43.00	-32768	8616	13256
44.00	12980	17768	6516
45.00	-32768	-24316	-6292
46.00	9040	20304	17228
47.00	-19728	-26120	-8088
48.00	-1488	21004	19064
49.00	-8448	-13716	-4232
50.00	-32768	-16664	5428
51.00	12556	27584	14652
52.00	-24608	-21428	-11296
53.00	-8880	17160	16416
54.00	-4188	-1124	-3332
55.00	-32768	-21516	-924
56.00	12100	23872	17416
57.00	-15440	-23484	-8444
58.00	-32768	-15532	5268
59.00	5948	22808	13860
60.00	-27008	-16768	-9656
61.00	-4640	20116	18680
62.00	1796	-5012	-3476
63.00	-32768	-23916	436
64.00	6036	25528	15004
65.00	-19652	-24432	-7264
66.00	-25676	7304	14992
67.00	7740	18952	7204
68.00	-32768	-9400	8120
69.00	6796	24504	12356
70.00	-32768	-22452	-9480
71.00	-4432	17740	16604
72.00	-1368	-7376	-4532
73.00	-32768	-15980	4260
74.00	7856	19404	16412
75.00	-32768	-22144	-8572
76.00	-26756	10428	17652
77.00	11016	13580	2448
78.00	-32768	-23724	1168
79.00	-5444	20308	18200
80.00	-7340	-10172	-5244
81.00	-32768	-16540	4920
82.00	14896	23556	10952
83.00	-32116	-20632	-10448
84.00	-13404	15008	19136
85.00	-3628	536	-2152
86.00	-32768	-23300	2884
87.00	13756	22392	14740
88.00	-25416	-22176	-8924
89.00	-32768	-4236	9696
90.00	9608	20704	14776
91.00	-30712	-15060	-8920
92.00	-12316	16100	16208
93.00	-1860	560	-1416
94.00	-32768	-24812	-1680
95.00	8956	24020	18584
96.00	-24536	-19068	-10464
97.00	-20004	12484	16432
98.00	3224	13856	3172
99.00	-32768	-25984	-3108
100.00	-8176	19752	17864
101.00	5160	-124	-1976
102.00	-32768	-27420	4
103.00	3184	24524	16476
104.00	-20104	-23536	-7216
105.00	-19160	12420	16380
106.00	10204	10256	1140
107.00	-32768	-26200	-4044
108.00	12700	16944	7612
109.00	-32768	-24892	-7064
110.00	-28	23136	19912
111.00	-12452	-22560	-7832
112.00	-32768	-6076	9708
113.00	13116	22808	10576
114.00	-32768	-22524	-10444
115.00	-4460	18508	18164
116.00	-9020	-8980	-7068
117.00	-32768	-14924	5372
118.00	14064	21916	15672
119.00	-31620	-23964	-9588
120.00	-12220	17584	19516
121.00	7572	17124	8388
122.00	-32768	-27204	-1672
123.00	12896	23132	19072
124.00	-15568	-26692	-7872
125.00	-32768	-568	12296
126.00	7588	21224	10908
127.00	-32768	-24340	-3884
128.00	7816	20876	9852
129.00	-32768	-18908	-8252
130.00	-4452	16908	18148
131.00	-2236	-3016	-1884
132.00	-32768	-22944	1276
133.00	5748	21420	19352
134.00	-29508	-23240	-8772
135.00	-14632	15272	18440
136.00	4688	4324	1468
137.00	-32768	-27104	-2892
138.00	3808	17464	16604
139.00	-12384	-15828	-8068
140.00	-22576	9592	16204
141.00	6900	13344	1892
142.00	-32768	-19440	-10480
143.00	-19892	12464	19968
144.00	11316	8304	1460
145.00	-32768	-25584	-3580
146.00	7976	22876	17244
147.00	-32768	-23980	-7020
148.00	3380	23104	18404
149.00	-18920	-21376	-7836
150.00	-32768	-2292	12676
151.00	15268	23928	9680
152.00	-32768	-24708	-10144
153.00	1140	17844	19788
154.00	-13796	-12508	-5000
155.00	-32768	-10248	9064
156.00	16124	22640	14792
157.00	-32768	-23200	-6700
158.00	-5236	19588	18416
159.00	-7064	-10360	-2060
160.00	-32768	-19180	3556
161.00	10644	20456	14448
162.00	-29884	-16932	-9128
163.00	-32768	2276	13272
164.00	1728	13844	4580
165.00	-32768	-25476	-3696
166.00	4668	23032	9720
167.00	-32768	-19964	-6916
168.00	1248	19092	18788
169.00	-524	-5808	-6132
170.00	-32768	-18640	2428
171.00	6096	22772	14264
172.00	-23652	-18388	-9284
173.00	-8660	18140	18452
174.00	6472	1216	-1236
175.00	-32768	-27008	-576
176.00	2680	23000	17016
177.00	-20616	-18500	-7824
178.00	-28824	6064	13628
179.00	10896	17360	7364
180.00	-32768	-28412	-3804
181.00	352	23540	20076
182.00	-13672	-21820	-7064
183.00	-32768	-22584	116
184.00	4992	19108	18540
185.00	-25304	-16992	-8476
186.00	-224	18600	18808
187.00	-13532	-11764	-6888
188.00	-32768	2764	12556
189.00	14404	21524	7344
190.00	-32768	-25132	-7208
191.00	-6800	19112	19652
192.00	-7648	-11432	-2144
193.00	-32768	-19580	5436
194.00	13388	20748	13092
195.00	-30952	-17048	-8864
196.00	-14768	13692	17432
197.00	-3932	-664	220
198.00	-32768	-25284	568
199.00	13800	24548	18004
200.00	-14900	-26616	-7896
201.00	-23996	11452	15988
202.00	1696	11812	2772
203.00	-32768	-25856	-4512
204.00	-6884	19456	18312
205.00	-20716	-16188	-10260
206.00	-23388	9340	15568
207.00	3048	272	-1388
208.00	-32768	-27980	-4040
209.00	4356	23212	14680
210.00	-17884	-18596	-8540
211.00	-29320	5728	13372
212.00	7752	17728	9592
213.00	-32768	-23276	-6684
214.00	-5836	20956	18048
215.00	-11164	-22192	-6036
216.00	-32588	-3588	10716
217.00	9476	22520	9152
218.00	-32768	-21108	-10340
219.00	-14908	17356	16252
220.00	-7768	-10520	-5464
221.00	-32768	-12464	6112
222.00	12520	21588	13264
223.00	-32768	-23804	-9364
224.00	-25120	13788	17308
225.00	-7332	-11324	-4252
226.00	-32768	-3252	10420
227.00	15484	21368	12684
228.00	-32612	-16820	-9168
229.00	-15900	14240	18620
230.00	-4144	-568	36
231.00	-32768	-25700	2024
232.00	14880	25872	18128
233.00	-24664	-20400	-10908
234.00	-24604	12972	17772
235.00	756	11688	4116
236.00	-32768	-25680	-1856
237.00	11668	20708	18984
238.00	-9824	-18104	-9584
239.00	-30028	8576	14240
240.00	2208	17512	6824
241.00	-32768	-25512	-6088
242.00	5180	19964	20012
243.00	-2464	-16392	-5148
244.00	-6004	18888	18804
245.00	4148	7620	-328
246.00	-32768	-28452	-3836
247.00	3772	21628	17164
248.00	-10728	-22564	-6628
249.00	-32216	-4152	10688
250.00	7508	21852	11032
251.00	-32768	-25928	-5544
252.00	-2536	18616	18044
253.00	-7324	-12372	-4712
254.00	-32768	-11736	6328
255.00	10308	19992	13036
256.00	-32768	-24648	-9356
257.00	-11292	19136	19536
258.00	-3320	-6800	-3116
259.00	-32768	-19644	2776
260.00	10524	21100	14380
261.00	-29868	-20208	-10508
262.00	-20948	16224	17540
263.00	-26332	-19424	-10312
264.00	-32768	9040	15804
265.00	5828	17512	6452
266.00	-692	17620	17480
267.00	-9116	-11300	-5532
268.00	-32768	-15412	2760
269.00	10700	21632	16184
270.00	-23420	-17208	-9436
271.00	-8012	18440	17424
272.00	-3692	-4428	-716
273.00	-32768	-25720	668
274.00	6568	23260	18416
275.00	-15684	-23488	-8888
276.00	-32332	5828	13416
277.00	4084	17700	8064
278.00	-32768	-22032	-7244
279.00	4792	21048	20872
280.00	-8544	-21680	-6744
281.00	-32768	-1804	10308
282.00	5704	23068	9856
283.00	-32768	-16468	3060
284.00	5164	26244	15564
285.00	-30256	-24760	-9680
286.00	-11888	15624	20788
287.00	10856	17324	4324
